400|522|0
357|523|0
360|523|0
363|523|0
365|523|0
372|523|0
382|523|0
394|523|0
395|523|0
396|523|0
350|524|0
355|524|0
358|524|0
363|524|0
367|524|0
378|524|0
383|524|0
349|525|0
353|525|0
367|525|0
382|525|0
386|525|0
387|525|2400
389|525|0
391|525|0
393|525|0
395|525|0
397|525|0
356|526|0
357|526|0
360|526|0
363|526|0
366|526|0
373|526|0
380|526|0
388|526|0
389|526|0
391|526|0
392|526|0
397|526|0
357|527|0
372|527|0
387|527|0
398|527|0
399|527|0
349|528|0
351|528|0
355|528|0
363|528|0
365|528|0
378|528|0
379|528|0
382|528|0
388|528|2400
395|528|0
356|529|0
357|529|0
362|529|0
370|529|0
371|529|0
372|529|0
385|529|0
392|529|0
395|529|0
397|529|0
351|530|0
356|530|0
359|530|0
364|530|0
373|530|0
374|530|1800
375|530|0
379|530|0
381|530|0
384|530|0
388|530|0
398|530|0
363|531|0
376|531|0
378|531|0
381|531|2400
385|531|0
391|531|0
392|531|0
397|531|0
398|531|0
356|532|0
365|532|0
366|532|0
367|532|0
376|532|0
377|532|0
385|532|0
353|533|0
354|533|0
357|533|0
366|533|0
373|533|0
385|533|0
394|533|0
400|533|0
356|534|0
361|534|2400
374|534|0
377|534|0
381|534|1800
382|534|0
383|534|0
388|534|0
391|534|0
393|534|0
395|534|0
396|534|0
397|534|0
355|535|0
357|535|0
358|535|0
370|535|0
376|535|0
379|535|0
380|535|0
388|535|0
391|535|0
394|535|0
357|536|0
361|536|2400
363|536|0
366|536|0
368|536|0
378|536|0
380|536|0
390|536|0
393|536|0
365|537|2400
367|537|1800
375|537|0
377|537|0
378|537|0
387|537|0
390|537|0
392|537|0
355|538|0
376|538|0
379|538|0
380|538|0
395|538|0
365|539|0
366|539|0
371|539|0
377|539|0
381|539|0
383|539|0
384|539|0
385|539|2400
392|539|0
356|540|0
363|540|0
367|540|0
375|540|0
382|540|0
383|540|0
384|540|0
386|540|0
367|541|0
368|541|0
369|541|0
379|541|0
380|541|0
382|541|0
385|541|0
