375|503|18034|deload,376|507|17615|CURL,370|513|18518|anabolics
357|483|0
367|483|0
373|483|0
375|483|0
376|483|0
385|483|0
387|483|0
390|483|1200
394|483|0
395|483|0
398|483|0
350|484|0
351|484|0
353|484|0
354|484|0
362|484|0
364|484|0
366|484|0
368|484|0
377|484|0
379|484|0
389|484|0
397|484|0
354|485|0
356|485|0
361|485|0
362|485|0
368|485|0
375|485|0
376|485|0
390|485|0
391|485|0
393|485|0
358|486|0
359|486|0
360|486|0
361|486|0
362|486|0
364|486|0
366|486|0
372|486|0
374|486|0
384|486|1200
385|486|1200
394|486|0
395|486|0
398|486|0
404|486|0
346|487|0
360|487|0
363|487|0
365|487|0
371|487|1200
375|487|0
378|487|0
379|487|2400
380|487|0
386|487|0
389|487|0
390|487|0
396|487|0
400|487|0
351|488|0
353|488|0
356|488|0
360|488|0
362|488|0
366|488|0
368|488|0
369|488|0
376|488|0
377|488|0
378|488|0
387|488|0
393|488|0
359|489|0
362|489|0
364|489|0
365|489|0
368|489|0
369|489|1200
373|489|0
376|489|0
377|489|0
378|489|0
384|489|2400
394|489|1200
347|490|0
352|490|0
353|490|0
356|490|0
365|490|0
368|490|0
371|490|0
379|490|0
380|490|0
384|490|0
389|490|1800
355|491|0
365|491|0
372|491|0
378|491|0
384|491|0
385|491|0
387|491|0
347|492|0
350|492|0
357|492|0
360|492|0
366|492|0
373|492|0
379|492|1200
380|492|1200
382|492|0
383|492|0
384|492|1200
349|493|0
373|493|1200
378|493|1200
383|493|1200
386|493|0
393|493|1200
394|493|1200
345|494|0
359|494|1200
360|494|0
363|494|0
366|494|0
385|494|0
394|494|1200
346|495|0
349|495|0
351|495|0
355|495|0
356|495|0
357|495|0
359|495|0
361|495|0
362|495|0
363|495|0
374|495|0
396|495|0
351|496|0
357|496|0
358|496|0
363|496|2400
366|496|0
367|496|0
368|496|0
373|496|1200
376|496|0
382|496|1200
383|496|0
388|496|0
392|496|0
394|496|0
346|497|0
348|497|0
358|497|0
359|497|0
362|497|0
372|497|0
378|497|1200
385|497|0
392|497|0
397|497|0
400|497|0
349|498|0
366|498|0
368|498|0
371|498|0
376|498|0
383|498|0
384|498|0
397|498|3600
402|498|0
350|499|0
361|499|0
363|499|0
368|499|0
369|499|0
389|499|0
390|499|0
391|499|0
395|499|0
355|500|0
359|500|0
372|500|0
377|500|0
379|500|0
387|500|0
396|500|2400
351|501|0
354|501|0
355|501|0
358|501|0
361|501|0
362|501|0
363|501|0
368|501|0
375|501|0
379|501|0
390|501|0
395|501|0
347|502|0
351|502|0
355|502|0
366|502|0
368|502|0
374|502|0
376|502|0
378|502|0
381|502|0
388|502|0
389|502|2400
391|502|3600
397|502|0
354|503|0
362|503|0
381|503|0
388|503|0
391|503|0
393|503|0
402|503|0
346|504|0
352|504|0
356|504|0
359|504|0
367|504|0
370|504|0
375|504|0
377|504|0
382|504|0
385|504|2400
392|504|0
393|504|0
400|504|0
356|505|0
360|505|0
367|505|0
369|505|0
371|505|0
378|505|0
380|505|0
386|505|1200
390|505|2400
397|505|1800
398|505|0
349|506|0
350|506|0
351|506|0
352|506|0
353|506|0
362|506|0
366|506|0
371|506|0
373|506|0
383|506|0
385|506|0
391|506|2400
397|506|0
399|506|0
355|507|0
366|507|0
370|507|0
371|507|0
378|507|0
383|507|2400
384|507|0
389|507|0
361|508|0
368|508|1500
375|508|2400
385|508|0
390|508|0
394|508|0
398|508|0
354|509|0
366|509|0
368|509|0
372|509|0
379|509|0
380|509|2400
383|509|0
387|509|0
394|509|0
397|509|0
354|510|0
359|510|0
360|510|0
365|510|1800
371|510|2400
373|510|0
380|510|0
393|510|0
395|510|0
397|510|2400
349|511|0
355|511|0
365|511|0
366|511|0
368|511|0
372|511|0
375|511|2400
378|511|0
379|511|0
380|511|0
382|511|0
386|511|0
387|511|0
388|511|0
393|511|0
350|512|0
351|512|0
353|512|0
356|512|2400
371|512|2400
373|512|0
375|512|4800
381|512|0
382|512|0
385|512|0
388|512|0
392|512|0
395|512|0
396|512|0
399|512|0
354|513|0
356|513|0
364|513|0
365|513|0
366|513|0
369|513|0
371|513|1200
373|513|2400
377|513|0
379|513|1200
383|513|3600
387|513|0
390|513|0
394|513|1200
397|513|2400
356|514|0
362|514|0
367|514|4800
368|514|0
374|514|1200
376|514|1200
377|514|0
380|514|1200
393|514|0
399|514|0
353|515|0
357|515|0
358|515|0
364|515|0
370|515|0
379|515|0
386|515|0
391|515|0
396|515|0
398|515|0
401|515|0
352|516|0
359|516|0
379|516|0
396|516|0
400|516|0
350|517|0
359|517|0
361|517|0
366|517|0
368|517|2400
367|517|0
376|517|0
382|517|0
392|517|0
395|517|0
398|517|0
352|518|0
359|518|0
365|518|0
366|518|3600
373|518|0
377|518|0
384|518|0
389|518|2400
392|518|0
395|518|0
396|518|0
397|518|0
347|519|0
355|519|0
363|519|0
365|519|0
366|519|0
368|519|0
376|519|0
382|519|0
387|519|0
388|519|0
390|519|0
396|519|0
369|520|2400
374|520|1800
395|520|0
400|520|2400
353|521|0
359|521|0
362|521|0
368|521|2400
370|521|1200
382|521|0
386|521|0
390|521|0
392|521|0
393|521|0
397|521|0
399|521|0
402|521|0
356|522|0
359|522|0
385|522|1800
389|522|1200
396|522|1800
